"id","bus_name","bus_type","start_time","end_time","total_duration","price","seats_available","ratings","route_link","route_name"
128,"APSRTC - 45862","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","08:15","17:00","08h 45m","467","6 Seats available","4.2","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
129,"APSRTC - 4587","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","09:15","17:30","08h 15m","467","4 Seats available","3.8","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
130,"APSRTC - 5985","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","19:00","03:15","08h 15m","467","8 Seats available","3","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
131,"APSRTC - 5968","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","19:45","03:30","07h 45m","467","7 Seats available","4.2","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
132,"APSRTC - 4585","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","20:00","05:00","09h 00m","467","1 Seat available","3.6","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
133,"JOSH BUS","Non A/C Seater / Sleeper (2+1)","21:30","04:50","07h 20m","750","7 Seats available","4.4","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
134,"Kaveri Travels","A/C Sleeper (2+1)","21:30","05:00","07h 30m","1260","25 Seats available","3.8","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
135,"Raja Buses","NON AC Seater / Sleeper 2+1","21:00","04:50","07h 50m","890","24 Seats available","4.1","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
136,"Sri Krishna Travels","NON A/C Semi Sleeper / Sleeper (2+1)","20:15","05:00","08h 45m","800","12 Seats available","3.6","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
137,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)","21:30","05:30","08h 00m","800","28 Seats available","3.9","https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda","Hyderabad to Vinukonda"
138,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)","21:00","05:30","08h 30m","672","27 Seats available","4.4","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Visakhapatnam to Vijayawada"
139,"NueGo","Electric A/C Seater/Sleeper (2+1)","20:00","04:15","08h 15m","626","27 Seats available","4.4","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Visakhapatnam to Vijayawada"
140,"IntrCity SmartBus","AC Sleeper (2+1)","22:30","06:40","08h 10m","856","29 Seats available","4.5","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Visakhapatnam to Vijayawada"
141,"Yolo Bus","A/C Sleeper (2+1)","21:31","05:03","07h 32m","860","21 Seats available","4.6","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Visakhapatnam to Vijayawada"
142,"Svkdt travels","A/C Seater / Sleeper (2+1)","22:15","06:15","08h 00m","720","24 Seats available","4.3","https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada","Visakhapatnam to Vijayawada"
143,"APSRTC - 50145","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","04:00","09:45","05h 45m","353","18 Seats available","4.1","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
144,"APSRTC - 6204","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","04:30","09:45","05h 15m","353","13 Seats available","3.9","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
145,"APSRTC - 6206","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","05:30","10:50","05h 20m","353","25 Seats available","4.4","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
146,"APSRTC - 50182","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","06:00","11:35","05h 35m","353","29 Seats available","4","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
147,"APSRTC - 6011","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","06:30","12:15","05h 45m","353","33 Seats available","3.7","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
148,"CGR Travels","Non A/C Seater / Sleeper (2+1)","20:15","04:15","08h 00m","900","12 Seats available","4.4","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
149,"Maheswari Travels","Non A/C Seater / Sleeper (2+1)","20:15","03:00","06h 45m","899","18 Seats available","3.9","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
150,"Indu Travels","Non A/C Seater / Sleeper (2+1)","20:35","03:45","07h 10m","900","16 Seats available","3.7","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
151,"HARITHA TRAVELS","Non A/C Seater / Sleeper (2+1)","20:40","03:00","06h 20m","899","24 Seats available","4.7","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
152,"Sri Vinayaka Travels","NON A/C Seater/ Sleeper (2+1)","20:40","04:00","07h 20m","700","2 Seats available","3.3","https://www.redbus.in/bus-tickets/bangalore-to-rayachoti","Bangalore to Rayachoti"
153,"APSRTC - 4247","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","04:15","10:50","06h 35m","451","15 Seats available","3.4","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
154,"APSRTC - 4738","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","04:30","11:46","07h 16m","451","18 Seats available","3.1","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
155,"APSRTC - 4245","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","05:30","14:00","08h 30m","451","15 Seats available","4.2","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
156,"APSRTC - 4221","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","09:15","17:35","08h 20m","451","26 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
157,"APSRTC - 4197","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","10:30","18:50","08h 20m","451","27 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
158,"Zingbus Plus","A/C Seater / Sleeper (2+1)","23:38","06:50","07h 12m","851","24 Seats available","4.5","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
159,"GMRK Tours and Travels","Bharat Benz A/C Sleeper (2+1)","23:30","06:10","06h 40m","999","21 Seats available","4.4","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
160,"IntrCity SmartBus","Scania AC Multi Axle Sleeper (2+1)","23:30","07:15","07h 45m","1505","25 Seats available","4.4","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
161,"AdIntrCity SmartBus","AC Sleeper (2+1)","23:40","06:40","07h 00m","1258","19 Seats available","4.1","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
162,"NueGo","Electric A/C Seater (2+2)","22:35","06:35","08h 00m","880","14 Seats available","4.4","https://www.redbus.in/bus-tickets/hyderabad-to-guntur","Hyderabad to Guntur (Andhra Pradesh)"
163,"APSRTC - 4266","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","09:00","15:34","06h 34m","483","22 Seats available","3.4","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
164,"APSRTC - 4244","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","14:00","20:30","06h 30m","451","34 Seats available","3.9","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
165,"APSRTC - 4246","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","16:00","00:03","08h 03m","483","30 Seats available","4","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
166,"APSRTC - 4256","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","20:30","02:45","06h 15m","451","31 Seats available","3.3","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
167,"APSRTC - 4737","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","21:00","02:40","05h 40m","483","27 Seats available","3.1","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
168,"IntrCity SmartBus","AC Sleeper (2+1)","22:55","05:25","06h 30m","835","23 Seats available","4.7","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
169,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)","22:45","05:45","07h 00m","573","29 Seats available","4.6","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
170,"Zingbus Plus","A/C Seater / Sleeper (2+1)","21:45","05:05","07h 20m","460","29 Seats available","4.5","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
171,"Sri Sanvi Tours and Travels","A/C Sleeper (2+1)","22:15","05:00","06h 45m","719","23 Seats available","4.6","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
172,"IntrCity SmartBus","AC Sleeper (2+1)","22:35","05:10","06h 35m","957","19 Seats available","4.5","https://www.redbus.in/bus-tickets/guntur-to-hyderabad","Guntur (Andhra Pradesh) to Hyderabad"
173,"Holidays Tours and Travels","A/C Seater / Sleeper (2+1)","22:10","05:49","07h 39m","529","26 Seats available","4.8","https://www.redbus.in/bus-tickets/eluru-to-hyderabad","Eluru to Hyderabad"
174,"NueGo","Electric A/C Seater (2+2)","22:05","06:27","08h 22m","432","19 Seats available","4.2","https://www.redbus.in/bus-tickets/eluru-to-hyderabad","Eluru to Hyderabad"
175,"LVP Travels","A/C Seater / Sleeper (2+1)","21:20","05:30","08h 10m","650","32 Seats available","4.2","https://www.redbus.in/bus-tickets/eluru-to-hyderabad","Eluru to Hyderabad"
176,"AdSri Atluri Travels","Non A/C Seater / Sleeper (2+1)","22:40","05:50","07h 10m","610","28 Seats available","3.6","https://www.redbus.in/bus-tickets/eluru-to-hyderabad","Eluru to Hyderabad"
177,"Nani Svkdt Travels","A/C Sleeper (2+1)","21:45","05:26","07h 41m","1030","16 Seats available","4.1","https://www.redbus.in/bus-tickets/eluru-to-hyderabad","Eluru to Hyderabad"
178,"APSRTC - 52557","Express(Non AC Seater)","04:00","09:00","05h 00m","223","25 Seats available","3.2","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
179,"APSRTC - 6839","Express(Non AC Seater)","04:30","09:30","05h 00m","190","12 Seats available","3.8","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
180,"APSRTC - 52540","Express(Non AC Seater)","05:00","10:00","05h 00m","190","35 Seats available","4","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
181,"APSRTC - 52538","Express(Non AC Seater)","05:00","09:30","04h 30m","205","43 Seats available","4.1","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
182,"APSRTC - 52592","Express(Non AC Seater)","05:30","10:30","05h 00m","205","45 Seats available","4.3","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
183,"Maheswari Travels","Non A/C Seater / Sleeper (2+1)","20:00","02:40","06h 40m","899","20 Seats available","4.5","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
184,"Indu Travels","Non A/C Seater / Sleeper (2+1)","20:00","02:15","06h 15m","900","17 Seats available","3.8","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
185,"SEVEN HILLS TRAVELS","Non A/C Seater / Sleeper (2+1)","20:25","02:30","06h 05m","1300","31 Seats available","4.6","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
186,"AR & BCVR Travels","Non A/C Seater / Sleeper (2+1)","20:30","03:00","06h 30m","1000","31 Seats available","4.5","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
187,"Maheswari Travels","Non A/C Seater / Sleeper (2+1)","20:30","02:05","05h 35m","899","15 Seats available","4.5","https://www.redbus.in/bus-tickets/bangalore-to-kadiri","Bangalore to Kadiri"
188,"APSRTC - 5677","Express(Non AC Seater)","05:00","07:15","02h 15m","143","9 Seats available","4.2","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
189,"APSRTC - 5716","Express(Non AC Seater)","06:30","08:50","02h 20m","143","20 Seats available","4.1","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
190,"APSRTC - 6224","ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)","09:45","13:45","04h 00m","226","23 Seats available","4.1","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
191,"APSRTC - 6006","INDRA(A.C. Seater)","15:00","18:15","03h 15m","279","30 Seats available","4.1","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
192,"APSRTC - 5675","Express(Non AC Seater)","16:00","18:20","02h 20m","143","31 Seats available","3.9","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
193,"Sri Vinayaka Travels","NON A/C Seater/ Sleeper (2+1)","01:00","05:00","04h 00m","399","5 Seats available","1.4","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
194,"Sri Vinayaka Travels","NON A/C Sleeper (2+1)","01:00","04:45","03h 45m","599","2 Seats available","5","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
195,"BHAIRAVA TOURS AND TRAVELS","Non A/C Seater / Sleeper (2+1)","02:30","06:30","04h 00m","2999","2 Seats available","3.9","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
196,"Abhishek Bus","A/C Sleeper (2+1)","03:40","08:15","04h 35m","1316","11 Seats available","3","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
197,"Golden Travels","A/C Seater / Sleeper (2+1)","03:40","05:40","02h 00m","5000","1 Seat available","3.3","https://www.redbus.in/bus-tickets/madanapalli-to-bangalore","Madanapalli to Bangalore"
198,"APSRTC - 6523","ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)","07:45","11:00","03h 15m","226","2 Seats available","3.8","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
199,"APSRTC - 6019","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","08:15","12:15","04h 00m","235","14 Seats available","4.8","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
200,"APSRTC - 5678","Express(Non AC Seater)","08:30","11:30","03h 00m","143","7 Seats available","2.7","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
201,"APSRTC - 5724","Express(Non AC Seater)","09:30","13:00","03h 30m","157","19 Seats available","3.2","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
202,"APSRTC - 47136","Express(Non AC Seater)","10:30","14:00","03h 30m","143","22 Seats available","3.4","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
203,"Sri Vinayaka Travels","NON A/C Seater (2+3)","21:30","01:30","04h 00m","350","2 Seats available","2.2","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
204,"BHAIRAVA TOURS AND TRAVELS","Non A/C Seater / Sleeper (2+1)","19:15","23:59","04h 44m","999","6 Seats available","5","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
205,"Royal Voyage Travels (RVT)","A/C Seater / Sleeper (2+1)","19:20","00:30","05h 10m","1199","10 Seats available","3.9","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
206,"BHAIRAVA TOURS AND TRAVELS","Non A/C Seater / Sleeper (2+1)","19:45","01:00","05h 15m","2999","2 Seats available","4.6","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
207,"Maheswari Travels","NON A/C Sleeper (2+1)","20:00","02:05","06h 05m","1299","24 Seats available","3","https://www.redbus.in/bus-tickets/bangalore-to-madanapalli","Bangalore to Madanapalli"
208,"APSRTC - 36017","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","04:00","07:34","03h 34m","302","18 Seats available","4.1","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
209,"APSRTC - 36404","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","05:00","08:34","03h 34m","302","27 Seats available","4","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
210,"APSRTC - 4440","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","07:00","10:54","03h 54m","313","30 Seats available","3.9","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
211,"APSRTC - 36402","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","08:00","11:34","03h 34m","302","34 Seats available","3.5","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
247,"PRL BUS","Non A/C Seater / Sleeper (2+1)","23:35","05:00","05h 25m","500","28 Seats available","4.3","https://www.redbus.in/bus-tickets/rayachoti-to-bangalore","Rayachoti to Bangalore"
212,"APSRTC - 36004","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","08:30","12:04","03h 34m","302","27 Seats available","4.1","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
213,"IVR Tours and Travels","Non A/C Seater / Sleeper (2+1)","23:59","05:00","05h 01m","649","26 Seats available","3.8","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
214,"Dosti Tours and Travels","A/C Sleeper (2+1)","00:30","06:40","06h 10m","799","2 Seats available","2.4","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
215,"IVR Tours and Travels","Non A/C Seater / Sleeper (2+1)","23:59","06:15","06h 16m","599","33 Seats available","1","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
216,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)","23:20","06:40","07h 20m","1199","1 Seat available","2.9","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
217,"Harikrishna Travels","Non A/C Seater / Sleeper (2+1)","23:30","04:15","04h 45m","855","37 Seats available","1","https://www.redbus.in/bus-tickets/macherla-to-hyderabad","Macherla (andhra pradesh) to Hyderabad"
218,"APSRTC - 3637","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","00:15","04:00","03h 45m","344","33 Seats available","3.2","https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam","Rajahmundry to Visakhapatnam"
219,"APSRTC - 3984","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","00:30","04:35","04h 05m","344","31 Seats available","3.7","https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam","Rajahmundry to Visakhapatnam"
220,"APSRTC - 4280","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)","00:45","04:40","03h 55m","315","34 Seats available","2.9","https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam","Rajahmundry to Visakhapatnam"
221,"APSRTC - 3257","ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)","01:45","05:25","03h 40m","328","35 Seats available","3.6","https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam","Rajahmundry to Visakhapatnam"
